zipcode,population,area (sq mi),pop_density
45886,551,21.222,25.96362266
81144,7344,282.86,25.96337411
67107,2979,114.758,25.95897454
47637,1507,58.054,25.95859028
36451,4977,191.783,25.95120527
54734,856,32.985,25.95118993
95912,4685,180.542,25.94964053
56044,2082,80.269,25.9377842
49679,1428,55.059,25.93581431
86335,4806,185.325,25.93282072
56440,1409,54.333,25.93267443
24120,1860,71.728,25.93129601
12455,1988,76.711,25.91544889
48806,1676,64.679,25.91258368
40040,531,20.494,25.91002245
68409,807,31.15,25.90690209
67330,1535,59.271,25.89799396
49916,2765,106.778,25.89484725
77453,301,11.624,25.89470062
75840,7076,273.323,25.8887836
16322,158,6.105,25.88042588
41640,1343,51.908,25.87269785
38352,494,19.094,25.87200168
26710,2133,82.451,25.86991061
83544,6092,235.496,25.86880457
72740,9543,368.905,25.86844852
38633,2590,100.124,25.86792377
29426,1741,67.307,25.86655177
58379,360,13.919,25.86392701
24128,1872,72.397,25.85742503
54437,3077,119.007,25.85562194
62990,1109,42.894,25.85443186
53550,1239,47.924,25.8534346
53516,2152,83.24,25.85295531
77660,1437,55.591,25.84950801
72623,648,25.071,25.84659567
65556,5869,227.091,25.84426507
63532,1322,51.165,25.83797518
56528,1673,64.752,25.83703978
42217,4117,159.374,25.83231895
65338,3046,117.934,25.82800549
16657,1343,52,25.82692308
65649,1593,61.68,25.82684825
61053,2852,110.456,25.82023611
91905,1700,65.845,25.81820943
23964,1138,44.083,25.81494
71069,812,31.463,25.80809204
21644,111,4.301,25.80795164
93532,2932,113.622,25.80486173
51238,1184,45.887,25.80251487
59640,89,3.45,25.79710145
72045,1151,44.635,25.7869385
52352,2025,78.529,25.78665206
47859,1066,41.344,25.78366873
75975,3699,143.466,25.78311238
47223,1490,57.808,25.77497924
72031,7683,298.124,25.77115563
5868,364,14.125,25.7699115
51546,2915,113.121,25.76886697
25512,1237,48.022,25.75902711
68071,1934,75.085,25.75747486
49777,1640,63.673,25.75660013
75946,3578,138.934,25.75323535
78013,5930,230.272,25.75215397
68632,3989,154.91,25.75043574
13804,391,15.195,25.73214873
75153,605,23.512,25.73154134
31712,1263,49.088,25.72930248
68715,1446,56.206,25.72679073
61047,1711,66.518,25.72236086
3284,999,38.839,25.72156853
4772,762,29.625,25.72151899
33471,6818,265.19,25.7098684
71254,6759,262.957,25.7038223
56074,2004,77.979,25.69922671
79766,6115,237.948,25.69889219
23866,2237,87.06,25.69492304
48475,2766,107.66,25.69199331
52142,1871,72.835,25.68819935
71051,2409,93.783,25.68695819
50525,3583,139.497,25.68514018
68527,696,27.098,25.68455237
5739,1407,54.79,25.67986859
36267,35,1.363,25.67865004
39657,2351,91.555,25.67855387
74079,4504,175.442,25.67230196
76476,2637,102.719,25.67197889
72414,443,17.26,25.66628042
37144,3344,130.308,25.66227707
36040,3976,154.944,25.66088393
65349,2441,95.129,25.65989341
38554,827,32.232,25.65773145
71238,2807,109.41,25.65579015
16861,311,12.124,25.65160013
26845,898,35.013,25.6476166
83261,536,20.899,25.64716015
29104,1531,59.701,25.64446157
76230,9711,378.768,25.6383855
62325,403,15.723,25.63124086
13485,1132,44.17,25.62825447
50563,2500,97.559,25.62551892
32344,13193,514.92,25.62145576
77612,8901,347.406,25.62131915
75948,6281,245.228,25.61289902
63766,1288,50.292,25.61043506
32948,6773,264.606,25.59654732
98848,11518,450.099,25.58992577
43536,394,15.402,25.58109336
95546,3494,136.601,25.57814364
45835,490,19.161,25.57277804
55027,3031,118.537,25.57007517
56586,1839,71.924,25.5686558
82009,31703,1240.053,25.56584275
13832,709,27.735,25.56336759
31076,3064,119.873,25.56038474
5758,784,30.678,25.55577287
74872,3692,144.48,25.55370986
29437,2380,93.145,25.5515594
39322,1882,73.666,25.54774251
78659,2903,113.648,25.54378432
47123,189,7.4,25.54054054
62414,1886,73.87,25.53133884
38850,3141,123.03,25.53035845
87024,2214,86.741,25.52426188
21790,100,3.918,25.52322614
25054,426,16.693,25.51967891
28631,637,24.965,25.51572201
56062,3208,125.769,25.50708044
74849,3132,122.797,25.50550909
14820,784,30.739,25.50505872
38321,2431,95.316,25.50463721
64620,466,18.272,25.50350263
39756,1943,76.203,25.49768382
61335,532,20.87,25.4911356
66523,3833,150.445,25.47774934
68788,4898,192.25,25.47724317
93643,3171,124.516,25.4666067
72662,2986,117.274,25.46173917
52625,2802,110.089,25.45213418
68450,3182,125.066,25.44256632
78372,5452,214.293,25.44180165
55974,2132,83.807,25.43940244
62548,2258,88.77,25.43652135
83813,1158,45.542,25.4270783
25019,575,22.619,25.42110615
22736,732,28.807,25.41049051
51234,1268,49.912,25.40471229
88043,1621,63.814,25.40194942
60966,1526,60.078,25.40031293
47528,476,18.74,25.40021345
24479,1537,60.519,25.39698277
39735,3916,154.214,25.39328466
5042,605,23.827,25.39136274
26146,1003,39.509,25.38662077
12740,1886,74.321,25.37640774
12147,499,19.665,25.37503178
62513,1766,69.596,25.37502155
70040,1604,63.213,25.37452739
36750,2901,114.346,25.37036713
66537,1448,57.095,25.36124004
5142,680,26.815,25.35894089
55751,1553,61.259,25.35137694
37374,2047,80.759,25.34702015
95227,941,37.126,25.34611862
68041,955,37.685,25.34164787
29518,1232,48.635,25.33155135
61006,1759,69.454,25.32611513
5039,1110,43.851,25.31299172
24597,1257,49.679,25.30244168
48762,1139,45.026,25.29649536
42456,1690,66.848,25.28123504
93210,19504,771.609,25.27705094
24872,783,30.98,25.27437056
98851,4014,158.849,25.26928089
58072,7997,316.523,25.26514661
65789,2014,79.723,25.26247131
50166,1582,62.625,25.26147705
63940,1393,55.144,25.26113448
84013,1011,40.026,25.25858192
12093,1666,65.971,25.25352049
40818,110,4.357,25.2467294
29111,1632,64.654,25.24205772
83422,3392,134.387,25.24053666
16683,383,15.186,25.22059792
36314,595,23.592,25.2204137
24445,2673,105.992,25.21888444
77434,4816,190.97,25.21862073
24272,527,20.898,25.21772418
26714,482,19.114,25.21711834
95333,2942,116.682,25.21382904
71068,3627,143.86,25.21201168
54762,1246,49.422,25.2114443
75476,1304,51.728,25.20878441
40161,178,7.062,25.20532427
71027,1585,62.902,25.19792693
76686,285,11.311,25.19671117
18851,706,28.026,25.19089417
60949,636,25.249,25.1891164
52659,1553,61.662,25.18568973
3780,410,16.28,25.18427518
37738,5288,209.989,25.18227145
54007,1188,47.179,25.1806948
96025,2310,91.737,25.18067955
31002,2910,115.575,25.17845555
52216,1428,56.728,25.1727542
20144,1012,40.21,25.16786869
98648,3100,123.194,25.16356316
37095,1854,73.722,25.14853097
29429,2737,108.847,25.14538756
84772,171,6.801,25.14336127
32567,3510,139.612,25.14110535
65534,1029,40.941,25.13372902
50161,2047,81.448,25.13259994
66534,3725,148.25,25.12647555
86042,1778,70.789,25.11689669
52777,1357,54.034,25.11381723
62063,1214,48.353,25.10702542
16935,1256,50.03,25.10493704
31057,2182,86.921,25.10325468
38627,1120,44.622,25.09972659
27847,936,37.298,25.09517937
62320,2185,87.069,25.09503957
1259,635,25.314,25.08493324
24250,1319,52.583,25.08415267
35973,2870,114.45,25.0764526
22967,1956,78.002,25.0762801
76634,7093,282.88,25.07423643
62436,562,22.416,25.07137759
42733,1454,58.03,25.05600551
98857,4082,162.924,25.0546267
76444,3635,145.11,25.0499621
25245,739,29.503,25.04830017
48472,1912,76.336,25.04715992
26617,187,7.466,25.04687919
73772,6119,244.358,25.04112818
62351,1856,74.123,25.03946144
54966,2008,80.198,25.03803087
61863,814,32.522,25.029211
38659,2841,113.511,25.02841134
50130,1648,65.869,25.0193566
77350,66,2.638,25.01895375
23874,1004,40.131,25.01806583
40940,478,19.113,25.00915607
28441,3198,127.889,25.00605994
64867,1440,57.591,25.00390686
36545,9941,397.602,25.00238932
21672,241,9.64,25
61447,924,36.976,24.98918217
22845,33,1.321,24.98107494
14060,443,17.743,24.96759285
42343,1782,71.373,24.96742466
64873,1072,42.937,24.96681184
64730,7109,284.822,24.95944836
1346,533,21.356,24.95785728
62051,950,38.083,24.94551375
63454,946,37.925,24.94396836
5867,899,36.051,24.93689495
86324,4168,167.156,24.93479145
54613,1826,73.238,24.93241214
65620,262,10.51,24.92863939
61279,1061,42.572,24.92248426
39772,1793,71.944,24.92216168
99704,24,0.963,24.92211838
55967,938,37.648,24.91500212
72020,4295,172.407,24.91198153
81413,5243,210.463,24.91174221
77879,4670,187.478,24.90958939
58370,1280,51.409,24.8983641
54659,1409,56.592,24.89751202
65083,375,15.062,24.89709202
38463,2817,113.149,24.89637558
72156,639,25.667,24.89578057
4022,1148,46.116,24.89374621
5652,776,31.181,24.88695039
50257,992,39.884,24.87212917
54639,2397,96.398,24.86566111
39663,3080,123.873,24.86417541
50655,873,35.121,24.85692321
85937,7638,307.311,24.85430069
77456,1303,52.432,24.85123589
42157,437,17.586,24.84931195
3601,477,19.196,24.84892686
62685,2097,84.399,24.84626595
25244,732,29.462,24.84556378
35444,3699,148.89,24.84384445
52218,1788,72.006,24.83126406
28783,1593,64.165,24.82661887
67108,1696,68.331,24.82035972
84667,405,16.319,24.81769716
36041,1318,53.112,24.81548426
12452,213,8.584,24.81360671
61811,703,28.347,24.79980245
30823,1800,72.611,24.78963242
99156,8114,327.32,24.78919712
25060,618,24.942,24.77748376
38450,2778,112.121,24.77680363
52656,2359,95.218,24.77472747
47967,772,31.163,24.77296794
54874,3646,147.269,24.7574167
23872,2376,95.973,24.7569629
32565,5719,231.03,24.75436091
72434,2108,85.186,24.74585026
97841,476,19.241,24.73883894
84050,9290,375.561,24.73632779
61501,1921,77.663,24.73507333
74854,1897,76.699,24.73304737
63873,4947,200.037,24.73042487
80723,7179,290.306,24.72907897
26280,1710,69.166,24.72312986
93553,2138,86.484,24.72133574
30442,7698,311.553,24.70847657
84633,1048,42.417,24.70707499
56475,1655,66.989,24.70554867
31756,966,39.112,24.69830231
61470,547,22.154,24.69080076
28740,1364,55.26,24.68331524
38601,2371,96.098,24.67272992
26456,3734,151.345,24.67210678
47118,3502,142.003,24.66145081
68969,38,1.541,24.65931213
80470,3287,133.305,24.65773977
66419,442,17.93,24.6514222
23921,1991,80.813,24.63712522
97348,1625,65.967,24.63352889
24716,508,20.624,24.63149728
78615,1290,52.402,24.61738102
73529,5344,217.119,24.61323053
68514,127,5.16,24.6124031
62036,704,28.608,24.60850112
45767,2800,113.809,24.60262369
65078,3743,152.165,24.5982979
75657,8246,335.311,24.5920951
47948,1359,55.263,24.59149883
42344,856,34.81,24.59063488
23821,1597,64.945,24.59003772
40858,397,16.154,24.57595642
3280,1123,45.711,24.56739078
39631,3732,151.92,24.56556082
25286,1692,68.884,24.56303351
4785,2504,101.952,24.56057753
31303,1999,81.398,24.55834296
70441,5112,208.168,24.55708851
27922,1030,41.946,24.55538073
70082,336,13.686,24.55063569
56143,4478,182.427,24.54680502
65324,1634,66.598,24.53527133
25180,83,3.383,24.53443689
47832,1040,42.391,24.53350947
13368,1118,45.583,24.52668758
66032,5115,208.551,24.52637484
38388,1840,75.022,24.526139
56587,1404,57.253,24.52273243
99546,326,13.294,24.52234091
41777,947,38.622,24.5197038
80461,7090,289.238,24.51268506
79316,11451,467.268,24.50627905
49618,761,31.062,24.49938832
35586,4469,182.465,24.4923684
85343,196,8.003,24.49081594
38361,994,40.59,24.48879034
29080,3240,132.338,24.48276383
54427,1099,44.892,24.48097657
5906,1178,48.133,24.4738537
56159,2928,119.638,24.47382939
39823,8550,349.381,24.47185165
95445,2093,85.544,24.46694099
15856,889,36.342,24.46205492
66725,5739,234.774,24.4447852
79789,974,39.846,24.44410982
36786,3365,137.686,24.43966707
65767,2106,86.219,24.42617057
35651,1312,53.714,24.42566184
1270,778,31.854,24.4239342
62321,4091,167.537,24.41848666
95485,2557,104.762,24.40770508
40052,515,21.1,24.40758294
56065,2844,116.557,24.40007893
66035,1311,53.752,24.38979015
25270,972,39.854,24.38901992
51040,3712,152.225,24.38495648
41848,80,3.281,24.38281012
97041,2817,115.535,24.38222184
87527,880,36.093,24.38145901
47952,2798,114.761,24.38110508
48445,1370,56.194,24.37982703
24526,1593,65.348,24.37718063
65041,5725,234.856,24.3766393
64436,781,32.041,24.37501951
42349,1503,61.662,24.37481755
30467,12600,516.966,24.37297617
29432,2853,117.097,24.36441583
41159,583,23.931,24.36170657
83325,918,37.683,24.36111775
32531,5296,217.415,24.35894488
39323,1290,52.962,24.35708621
67356,2834,116.373,24.35272787
71237,1578,64.798,24.35260348
16915,5929,243.469,24.35217625
36075,2226,91.411,24.35155506
48766,1270,52.164,24.34629246
24931,1544,63.426,24.34332923
31097,1302,53.488,24.34190847
78962,4733,194.449,24.34057259
28581,214,8.793,24.33754123
24347,1931,79.357,24.33307711
99123,1058,43.515,24.31345513
16361,53,2.18,24.31192661
47550,854,35.132,24.3083229
68421,1107,45.549,24.30349733
25422,1700,69.963,24.29855781
51561,1455,59.888,24.29535132
48621,1359,55.944,24.29214929
16740,1032,42.523,24.26921901
4979,1064,43.846,24.26675181
40826,759,31.283,24.26237893
97435,2349,96.829,24.25926117
72833,4384,180.758,24.2534217
53554,1134,46.758,24.25253433
62424,2092,86.263,24.25141718
38778,1686,69.525,24.25026969
42273,443,18.268,24.25005474
52760,533,21.98,24.24931756
84657,505,20.83,24.24387902
65354,628,25.905,24.24242424
38769,2216,91.411,24.24215904
56666,1066,43.976,24.24049482
60926,67,2.764,24.24023155
33867,106,4.374,24.23411065
50583,2855,117.814,24.23311321
31626,3463,142.914,24.23135592
64671,2062,85.099,24.230602
42023,2422,99.969,24.22751053
41064,2073,85.565,24.2271957
38674,898,37.069,24.22509374
74525,10112,417.461,24.22262199
31003,112,4.625,24.21621622
47950,912,37.703,24.18905657
72576,3868,159.941,24.18391782
84730,268,11.083,24.18117838
39897,3430,141.847,24.18098374
50162,1233,51.002,24.17552253
71860,2633,108.913,24.17525915
65785,5259,217.584,24.16997573
71282,11070,458.015,24.1695141
31778,2562,106.009,24.16775934
64161,388,16.069,24.14587093
39094,3956,163.851,24.14388682
54611,1307,54.141,24.14066973
29593,1954,80.992,24.12583959
72542,3826,158.65,24.11597857
65080,1015,42.098,24.11040905
61375,1156,47.947,24.10995474
92275,1506,62.464,24.1098873
74941,2713,112.529,24.1093407
55939,1963,81.438,24.10422653
36038,57,2.365,24.10147992
25908,172,7.139,24.09301023
38645,1329,55.174,24.08743249
76035,1622,67.345,24.08493578
58722,1516,62.955,24.08069256
30522,1092,45.348,24.08044456
41179,7852,326.079,24.08005422
80106,4232,175.772,24.07664474
71275,2453,101.898,24.0730927
26136,644,26.757,24.06846806
54648,1737,72.174,24.06683847
25107,739,30.712,24.0622558
75968,1766,73.407,24.05765118
63332,1292,53.741,24.04123481
56043,486,20.216,24.04036407
26425,1216,50.591,24.03589571
68465,2404,100.035,24.03158894
65239,1309,54.474,24.02981239
25083,672,27.974,24.02230643
36879,2114,88.012,24.01945189
72142,2499,104.056,24.01591451
72021,4348,181.086,24.01069105
66748,2750,114.537,24.00970865
74071,180,7.497,24.00960384
38485,6502,270.836,24.00714824
64017,464,19.33,24.00413864
72717,1071,44.627,23.99892442
98841,9197,383.295,23.99457337
65707,2299,95.828,23.99090036
83804,1254,52.276,23.98806336
39153,3724,155.257,23.98603606
63932,1254,52.283,23.98485167
4219,1472,61.378,23.98253446
29821,1487,62.016,23.97768318
12421,470,19.607,23.97103075
50062,741,30.915,23.96894711
87038,616,25.701,23.96793899
61841,1386,57.83,23.96679924
55922,1021,42.603,23.96544844
50621,1530,63.861,23.9582844
27845,2394,99.926,23.95772872
35447,3460,144.466,23.95027204
61875,761,31.775,23.94964595
77419,1512,63.139,23.94716419
24935,688,28.73,23.94709363
52591,3028,126.468,23.94281557
35548,1558,65.078,23.94050217
15551,860,35.923,23.94009409
96128,752,31.415,23.93760942
54408,1068,44.621,23.93491854
74875,1165,48.677,23.93327444
5744,533,22.273,23.93031922
83540,2190,91.519,23.92945727
23126,534,22.322,23.92258758
41201,238,9.95,23.91959799
56209,2339,97.789,23.91884568
15776,52,2.175,23.90804598
54651,1382,57.806,23.90755285
51002,2741,114.688,23.89962333
80136,4834,202.289,23.89650451
54893,3767,157.658,23.89349097
13621,650,27.206,23.89178858
61078,1374,57.517,23.88858946
26055,1756,73.533,23.88043463
71454,2527,105.833,23.87724056
62692,2093,87.665,23.87497861
71770,3526,147.703,23.87223008
78839,8578,359.341,23.87147584
50056,1372,57.479,23.86958715
13072,1123,47.05,23.86822529
38453,373,15.629,23.86589033
52316,1659,69.523,23.86260662
78650,1599,67.012,23.86139796
80452,3097,129.797,23.86033576
26138,127,5.325,23.84976526
97813,1302,54.608,23.84266042
27979,1719,72.099,23.84221695
36916,709,29.74,23.8399462
95410,950,39.861,23.83281905
57062,2410,101.146,23.82694323
67554,4334,181.939,23.82117083
75631,2787,117.028,23.81481355
62941,808,33.929,23.81443603
97454,1337,56.155,23.80909981
73028,3454,145.071,23.80903144
51449,2128,89.378,23.80899103
39744,6008,252.408,23.80273208
58785,1091,45.879,23.77994289
25831,1421,59.766,23.77605997
99033,895,37.648,23.77284318
62628,896,37.695,23.76973073
49893,1784,75.064,23.76638602
85501,13345,561.614,23.76187203
16859,542,22.81,23.76150811
12468,1036,43.611,23.75547454
97040,1244,52.376,23.75133649
51521,2036,85.724,23.75064159
71222,3481,146.572,23.74942008
17035,839,35.328,23.74886775
12815,871,36.683,23.7439686
77661,962,40.526,23.73784731
41385,470,19.805,23.73138096
24562,426,17.953,23.72862474
25811,154,6.491,23.72515791
24265,930,39.203,23.72267429
43749,2339,98.598,23.72259072
23867,2189,92.288,23.71922677
36453,2198,92.675,23.71729161
62560,1508,63.583,23.71703128
71950,875,36.935,23.69026668
47281,1324,55.899,23.68557577
23038,1775,74.959,23.67961152
13739,953,40.26,23.67113761
68017,1692,71.5,23.66433566
55017,714,30.172,23.66432454
50153,734,31.021,23.66139067
77426,2100,88.766,23.65770678
61777,952,40.242,23.6568759
18454,64,2.706,23.6511456
5853,711,30.066,23.64797446
15744,105,4.441,23.64332358
31020,2541,107.496,23.63808886
4607,1182,50.006,23.63716354
14822,1169,49.463,23.63382731
