zipcode,population,area (sq mi),pop_density
12029,1113,20.078,55.43380815
14738,3651,65.871,55.42651546
54810,2512,45.324,55.42317536
53529,2031,36.648,55.41912246
53520,6810,122.904,55.40909979
13796,1236,22.309,55.40364875
18458,3017,54.457,55.40150945
72732,4716,85.139,55.3917711
3886,2112,38.129,55.39090981
48850,4474,80.781,55.38431067
62964,1456,26.293,55.37595558
46147,3264,58.948,55.37083531
56444,3087,55.765,55.35730297
41607,318,5.745,55.35248042
60970,7190,129.913,55.3447307
49727,7145,129.101,55.34426534
22433,232,4.192,55.34351145
28906,18475,333.827,55.34303696
22920,4186,75.658,55.32792302
64840,2813,50.884,55.28260357
4924,2275,41.156,55.2774808
41558,809,14.636,55.27466521
38372,17595,318.321,55.27439283
63648,1628,29.458,55.26512323
37327,11174,202.19,55.26484989
40346,686,12.413,55.26464191
4862,3592,64.998,55.26323887
17262,1462,26.464,55.24486094
49866,8034,145.443,55.23813453
75440,6350,114.967,55.23324084
41774,2659,48.143,55.23129011
28349,3724,67.458,55.20471997
3449,1654,29.971,55.18668046
70438,18540,336.048,55.1706899
47660,4934,89.44,55.16547406
98571,483,8.758,55.14957753
43014,3632,65.886,55.12551984
29628,2759,50.054,55.12046989
50061,1701,30.863,55.11453844
81652,4904,88.991,55.10669618
46501,3856,70.012,55.07627264
84327,951,17.269,55.06977822
42436,1030,18.706,55.06254678
46986,1915,34.783,55.05563062
27821,358,6.503,55.05151469
43772,1879,34.137,55.04291531
74337,5060,91.94,55.03589297
84032,17249,313.53,55.01546901
29832,5335,97.006,54.99659815
38258,1500,27.275,54.99541705
58316,6486,117.959,54.98520672
46760,1382,25.136,54.98090388
75640,4652,84.636,54.9647904
24818,1409,25.639,54.95534147
14740,1431,26.052,54.92860433
52060,8658,157.641,54.92226007
16729,761,13.857,54.91809194
45896,2089,38.04,54.91587802
37870,4580,83.406,54.91211663
30663,3032,55.216,54.91161982
4342,1672,30.452,54.9060817
93620,9591,174.684,54.90485677
95651,637,11.605,54.89013356
74459,86,1.567,54.88194001
47432,4537,82.671,54.88018773
31635,6560,119.551,54.87197932
27820,3088,56.279,54.86948951
46746,4036,73.557,54.86901315
45710,5541,101.019,54.85106762
4667,1638,29.865,54.84681065
17047,2526,46.057,54.84508327
22727,5547,101.142,54.84368512
33841,8722,159.074,54.82982763
23950,3348,61.067,54.82502825
25567,924,16.855,54.82052803
31566,3471,63.318,54.81853501
48413,7551,137.782,54.80396568
97489,868,15.839,54.80143948
78114,20103,366.894,54.79239235
76466,332,6.06,54.78547855
16258,1869,34.118,54.78046779
72433,3067,55.989,54.77861723
75755,5719,104.405,54.77707006
12470,536,9.786,54.77212344
39074,14896,272.002,54.7643032
54501,20019,365.571,54.76090828
16745,611,11.16,54.74910394
38382,9515,173.813,54.74274076
65775,24908,455.048,54.73708268
74036,6734,123.045,54.72794506
5153,687,12.557,54.71052003
48625,13152,240.404,54.70790835
26416,7529,137.625,54.70663034
3741,4208,76.933,54.69694409
90704,4090,74.79,54.68645541
18844,1870,34.195,54.68635765
99004,18376,336.068,54.67941012
14486,308,5.633,54.67779159
14462,655,11.982,54.66533133
29059,6068,111.013,54.66026501
24938,1518,27.775,54.65346535
14815,946,17.314,54.63786531
21522,141,2.581,54.62998838
24236,3085,56.477,54.62400623
46182,1927,35.278,54.62327796
35053,2617,47.913,54.61983178
66021,2612,47.825,54.61578672
45346,2293,41.991,54.60693958
12457,763,13.973,54.60531024
22641,361,6.612,54.59770115
41547,369,6.759,54.59387483
13063,1898,34.772,54.58414817
28396,2732,50.052,54.58323344
48885,927,16.987,54.57114264
27379,4661,85.413,54.5701474
49766,2417,44.298,54.56228272
54983,4642,85.098,54.54887306
29850,111,2.035,54.54545455
12434,751,13.769,54.54281357
21521,1265,23.193,54.5423188
54106,4997,91.622,54.53930279
76905,11335,207.867,54.53006009
49033,1760,32.278,54.52630274
49067,4522,82.934,54.52528517
39325,5983,109.778,54.50090182
12087,1073,19.689,54.49743512
12416,277,5.085,54.47394297
14825,919,16.873,54.46571446
63353,4593,84.339,54.45879131
28521,2287,42.003,54.44849177
29440,28469,522.959,54.43830205
47340,2914,53.529,54.43778139
65658,1131,20.778,54.43257291
49420,6420,117.99,54.4113908
62837,8867,163.071,54.37508815
12766,437,8.037,54.37352246
63068,4909,90.288,54.37045898
52208,3153,58.027,54.33677426
75459,4326,79.615,54.33649438
29128,5866,107.997,54.3163236
28516,11431,210.513,54.30068452
61261,975,17.957,54.29637467
65622,8716,160.567,54.28263591
14838,1956,36.034,54.28206694
38344,8684,160.003,54.27398236
46910,3360,61.912,54.27057759
12165,175,3.225,54.26356589
27541,3770,69.485,54.25631431
76661,8708,160.519,54.24902971
51201,6193,114.179,54.23939604
31023,15383,283.661,54.23022552
41804,720,13.277,54.22911802
54949,3430,63.253,54.226677
30536,8363,154.255,54.21542251
24894,388,7.157,54.21265894
44864,3204,59.107,54.20677754
1338,187,3.452,54.17149479
46510,3631,67.034,54.16654235
62530,1532,28.285,54.16298391
24593,1963,36.27,54.1218638
12965,516,9.535,54.11641321
52045,2589,47.848,54.10884467
47612,861,15.913,54.10670521
50248,4420,81.693,54.10500288
61063,4132,76.382,54.09651489
41655,896,16.568,54.08015451
75161,6165,114.01,54.07420402
14039,101,1.868,54.06852248
14054,1344,24.858,54.06710113
6242,1408,26.053,54.04368019
12031,175,3.239,54.0290213
12957,1726,31.953,54.01683723
47037,4333,80.217,54.01598165
83628,4329,80.143,54.0159465
68434,8576,158.795,54.00673825
18630,3556,65.87,53.98512221
21679,483,8.948,53.97854269
38012,14575,270.051,53.97128691
25047,411,7.616,53.96533613
43730,2503,46.39,53.95559388
30619,1440,26.693,53.94672761
22572,7470,138.482,53.94202857
32060,21363,396.042,53.94124866
2564,310,5.747,53.94118671
35594,7794,144.506,53.93547673
19529,3131,58.061,53.9260433
14736,282,5.23,53.91969407
74081,1837,34.082,53.89941905
20693,1088,20.187,53.89607173
38310,6145,114.054,53.87798762
97019,3161,58.67,53.87762059
55718,3281,60.905,53.87078237
39428,9761,181.202,53.86805885
49113,1904,35.358,53.84919962
47342,2693,50.013,53.84600004
41164,13125,243.8,53.83511075
30427,12864,238.955,53.83440397
84776,538,9.994,53.83229938
40456,9300,172.762,53.83128234
5034,310,5.76,53.81944444
77448,341,6.337,53.81095155
75961,14910,277.146,53.79835899
49028,6387,118.762,53.77982856
27888,2560,47.611,53.76908698
93285,2536,47.165,53.76868441
15772,1715,31.896,53.76849762
79029,16177,300.878,53.76597824
92233,8099,150.655,53.7585875
30625,2438,45.357,53.7513504
48832,1393,25.923,53.7360645
82515,446,8.301,53.72846645
61814,1157,21.538,53.71900826
32966,15626,290.89,53.71790024
75452,4090,76.15,53.70978332
13092,2606,48.524,53.7053829
24226,1433,26.684,53.70259331
21636,1186,22.088,53.69431365
72472,9447,175.981,53.68193157
63080,13987,260.648,53.66241061
30139,3845,71.652,53.66214481
48763,5012,93.414,53.65362794
63349,1934,36.059,53.63432153
97423,6809,126.96,53.6310649
35541,3597,67.078,53.62413906
22948,305,5.69,53.60281195
40178,468,8.732,53.59596885
50118,1027,19.168,53.57888147
31539,14468,270.036,53.57804145
97057,36,0.672,53.57142857
37061,5153,96.229,53.54934583
96778,14409,269.094,53.5463444
56721,10096,188.602,53.53071547
27926,1915,35.777,53.52600833
60942,6181,115.529,53.50171818
40813,669,12.508,53.48576911
32033,4118,77.01,53.47357486
62439,7536,140.943,53.46842341
49616,1974,36.952,53.42065382
29666,6590,123.399,53.40399841
40468,1807,33.838,53.40150127
73007,2178,40.792,53.39282212
30401,13500,252.856,53.39007182
12167,2438,45.675,53.37712096
28020,2322,43.504,53.37440235
44695,1608,30.13,53.36873548
61468,104,1.949,53.36069779
26570,3595,67.372,53.36044648
28466,10103,189.344,53.35790941
42602,10216,191.495,53.3486514
12737,1910,35.803,53.34748485
25285,595,11.155,53.33930973
28705,6715,125.905,53.33386283
39113,595,11.159,53.32018998
62870,2080,39.022,53.30326482
5456,1277,23.958,53.30161115
44847,3739,70.15,53.30007128
43360,1593,29.89,53.29541653
36017,3318,62.258,53.29435575
41834,659,12.369,53.27835718
56465,2062,38.706,53.27339431
12160,944,17.72,53.2731377
49030,2523,47.373,53.25818504
26582,5335,100.177,53.25573734
27212,2580,48.449,53.2518731
12046,817,15.349,53.22822334
44638,1497,28.133,53.21153094
59926,513,9.641,53.2102479
30206,2958,55.602,53.1995252
5037,560,10.528,53.19148936
32425,14268,268.351,53.16917023
72132,3242,60.982,53.16322849
3598,3285,61.796,53.1587805
98550,11382,214.142,53.15164704
66071,12360,232.577,53.14369005
23930,5690,107.077,53.13932964
30641,1810,34.089,53.09630673
95013,80,1.507,53.08560053
48615,3058,57.611,53.08014095
25904,365,6.88,53.05232558
28515,2915,54.954,53.04436438
47117,4429,83.498,53.04318666
27808,2225,41.954,53.03427564
17060,1334,25.157,53.0269905
14726,2156,40.67,53.01204819
97739,11018,207.91,52.99408398
26426,7003,132.175,52.98278797
77437,17054,321.887,52.98132574
71753,16848,318.433,52.9090892
12149,2474,46.76,52.90846878
30650,11708,221.319,52.90101618
23842,6906,130.561,52.89481545
70449,3611,68.285,52.88130629
3273,312,5.901,52.87239451
4978,799,15.112,52.87188989
27897,2265,42.84,52.87114846
4428,3146,59.519,52.85707085
17051,4653,88.074,52.83057429
15459,1763,33.379,52.81763983
53950,5449,103.182,52.80959857
43760,1831,34.674,52.80613716
51031,12336,233.61,52.80595865
78648,7683,145.521,52.7965036
54205,2177,41.243,52.78471498
38468,5201,98.537,52.78220364
24102,1697,32.154,52.77725944
29594,121,2.293,52.76929786
28479,4903,92.927,52.76184532
22713,1406,26.653,52.75203542
95962,1567,29.708,52.74673489
40759,2531,47.998,52.73136381
54667,4599,87.217,52.73054565
49621,3096,58.714,52.7301836
61738,4212,79.881,52.72843354
96067,7165,135.931,52.71056639
95938,3787,71.846,52.70996298
95425,10841,205.732,52.69476795
75410,4334,82.249,52.69364977
44427,1612,30.594,52.69006995
15944,3472,65.903,52.68348937
14747,2289,43.449,52.68245529
38079,5577,105.87,52.67781241
21667,310,5.885,52.67629567
38256,3089,58.665,52.65490497
97818,4159,79.002,52.64423685
43822,4626,87.88,52.63996359
53137,1702,32.334,52.63808994
23063,5278,100.275,52.63525305
15521,1872,35.586,52.60495701
96097,10031,190.722,52.59487631
36560,3690,70.165,52.59032281
45761,1745,33.182,52.58875294
62893,977,18.583,52.57493408
39114,9998,190.187,52.56931336
78370,4877,92.773,52.56917422
98651,939,17.865,52.56087322
4910,2041,38.833,52.55839106
74501,29073,553.199,52.55432494
65625,8328,158.488,52.54656504
47452,5359,101.989,52.54488229
47567,6021,114.606,52.53651641
6754,1699,32.361,52.50146782
49403,2473,47.115,52.48859174
4029,1725,32.875,52.47148289
8858,144,2.745,52.45901639
64061,3387,64.566,52.45795
15759,3004,57.269,52.45420734
98933,1267,24.156,52.45073688
62974,1401,26.717,52.43852229
37046,3665,69.902,52.43054562
26347,2068,39.443,52.43008899
84049,4372,83.39,52.42834872
31771,5666,108.097,52.41588573
98926,30239,576.995,52.40773317
14542,97,1.851,52.40410589
48727,1269,24.22,52.39471511
72774,6121,116.835,52.39012282
52639,2002,38.22,52.38095238
37140,1365,26.063,52.37309596
42408,6737,128.636,52.37258621
4957,4265,81.445,52.36662779
43821,4327,82.637,52.36153297
29655,7796,148.888,52.36150664
43977,2407,45.973,52.35681813
61048,4360,83.283,52.35162038
15779,414,7.91,52.33881163
23015,4249,81.199,52.32823064
97469,2596,49.616,52.32183167
79756,9066,173.277,52.32085043
37020,5036,96.257,52.31827296
23315,1525,29.151,52.31381428
13318,1325,25.331,52.30744937
30521,4944,94.521,52.3058368
88346,3132,59.888,52.29762223
16256,2084,39.849,52.29742277
97494,49,0.937,52.2945571
70426,6342,121.276,52.29394109
46115,1933,36.965,52.29270932
54548,4626,88.468,52.29009359
4655,1119,21.403,52.28239032
47523,3435,65.738,52.25288266
41566,714,13.665,52.25027442
61733,1124,21.512,52.24990703
48878,1677,32.105,52.23485438
20608,919,17.599,52.21887607
53920,414,7.931,52.20022696
16865,1839,35.235,52.19242231
5253,685,13.126,52.18650008
12057,1835,35.163,52.18553593
30412,80,1.533,52.18525766
62644,5385,103.199,52.18073819
52349,7643,146.548,52.15356061
47359,3143,60.283,52.13741851
18812,1644,31.556,52.09785778
45312,1435,27.553,52.08144304
46504,3413,65.541,52.07427412
50216,2824,54.235,52.06969669
12958,1929,37.048,52.06758799
40819,729,14.007,52.04540587
30450,2583,49.633,52.04198819
44878,3147,60.483,52.03114925
70515,3838,73.765,52.03009557
45682,2420,46.518,52.02287287
55006,4069,78.217,52.02193896
14840,3061,58.856,52.00829142
55803,17431,335.167,52.00690999
37142,1902,36.58,51.99562603
3467,1842,35.427,51.99424168
43347,1530,29.429,51.98953413
64085,8803,169.359,51.97834187
47872,8890,171.046,51.9743227
38075,6936,133.465,51.96868093
74352,6803,130.941,51.95469715
61752,4339,83.526,51.94789646
38462,10297,198.263,51.93606472
48618,5393,103.847,51.93216944
12028,1172,22.573,51.92043592
54101,2751,52.985,51.92035482
25515,2335,44.973,51.92004091
24162,2421,46.642,51.90600746
56352,5868,113.051,51.90577704
16416,203,3.911,51.90488366
41548,862,16.61,51.89644792
49436,1622,31.263,51.88241691
55032,3616,69.698,51.88097219
13651,127,2.448,51.87908497
28529,2193,42.273,51.87708466
23359,776,14.962,51.86472397
70556,331,6.382,51.86461924
46570,1060,20.438,51.86417458
41230,11730,226.193,51.85836874
16242,4693,90.497,51.85807264
64601,12438,239.847,51.85805951
12193,2016,38.879,51.85318552
6068,1612,31.088,51.85280494
55041,7601,146.609,51.84538466
40022,834,16.089,51.83665859
97411,6953,134.135,51.83583703
75058,2982,57.528,51.83562787
55746,17228,332.43,51.82444424
68467,9338,180.197,51.8210625
54653,894,17.253,51.81707529
75497,3350,64.662,51.80786242
5494,1767,34.112,51.7999531
25978,606,11.699,51.79929909
46070,2351,45.393,51.79212654
40379,3288,63.537,51.74937438
12052,1568,30.302,51.74575936
29105,1514,29.262,51.73945732
47537,826,15.966,51.73493674
98022,20987,405.71,51.72906756
54406,3469,67.074,51.71899693
75565,361,6.984,51.68957617
47424,9525,184.29,51.68484454
42130,175,3.387,51.6681429
5733,5895,114.112,51.65977285
41513,590,11.421,51.65922424
29620,12934,250.376,51.65830591
4343,25,0.484,51.65289256
35034,5541,107.274,51.652777
43045,1953,37.812,51.65026976
54479,4119,79.773,51.63401151
47665,3637,70.443,51.63039621
63060,2461,47.683,51.61168551
40962,19143,371.043,51.59240304
55049,2476,47.996,51.5876323
61878,1433,27.782,51.58015982
38006,5207,100.958,51.57590285
3450,961,18.635,51.56962705
95686,1405,27.252,51.55584911
61953,6216,120.582,51.54998258
63746,65,1.261,51.54639175
31036,12998,252.198,51.53887025
43356,1103,21.409,51.52038862
22488,1398,27.135,51.52017689
54014,2232,43.326,51.51641047
15433,741,14.385,51.51199166
39480,2770,53.779,51.50709385
14129,1591,30.896,51.4953392
16664,2104,40.86,51.49290259
12916,2135,41.463,51.49169139
24538,4742,92.097,51.48919074
65679,2704,52.518,51.48710918
76043,7071,137.347,51.4827408
62411,4430,86.071,51.46913595
32435,6651,129.256,51.45602525
26847,6277,122.03,51.43817094
46770,2716,52.811,51.42867963
12407,173,3.364,51.42687277
24822,955,18.571,51.42426364
76233,3235,62.942,51.39652378
87068,4755,92.516,51.3965152
55031,2035,39.599,51.39018662
83860,6119,119.07,51.38993869
20662,2934,57.114,51.37094233
65336,5981,116.46,51.35668899
22847,1066,20.759,51.35122116
16210,1014,19.755,51.32877752
30711,3569,69.533,51.32814635
1341,1833,35.716,51.32153657
22620,2348,45.752,51.32016087
96142,1037,20.207,51.3188499
22720,1059,20.641,51.3056538
66512,3361,65.513,51.30279487
72396,13734,267.712,51.30139852
95322,8942,174.335,51.29205266
71241,9982,194.616,51.29074691
71409,6874,134.037,51.28434686
24981,631,12.305,51.27996749
12769,253,4.936,51.2560778
32346,1693,33.052,51.22231635
83237,1146,22.374,51.22016626
27937,4333,84.596,51.21991584
93440,2058,40.2,51.19402985
15687,1476,28.851,51.15940522
44853,1397,27.312,51.1496778
49781,4020,78.648,51.11382362
45326,1179,23.068,51.10976244
71378,2536,49.624,51.10430437
29583,5438,106.468,51.07637976
97119,4420,86.55,51.06874639
47558,4406,86.279,51.06688766
15961,854,16.725,51.0612855
32424,7994,156.557,51.06127481
45656,6639,130.025,51.05941165
53019,2027,39.701,51.05664845
29332,2435,47.695,51.05356956
15724,2412,47.249,51.04869944
72443,2986,58.511,51.03313907
32234,6606,129.486,51.01709837
62264,3338,65.459,50.99375181
50022,8494,166.583,50.98959678
54558,2177,42.7,50.98360656
25039,1304,25.577,50.98330531
23974,5012,98.319,50.97692206
43067,1591,31.233,50.9397112
6785,686,13.467,50.93933318
35961,6514,127.898,50.93121081
58047,3560,69.926,50.91096302
47043,5250,103.149,50.89724573
28746,2388,46.92,50.89514066
18801,8266,162.419,50.89306054
70730,3499,68.764,50.88418358
37313,1731,34.022,50.8788431
43932,931,18.299,50.87709711
5462,1938,38.092,50.87682453
26525,7064,138.868,50.86845061
15848,1027,20.198,50.84661848
25160,303,5.96,50.83892617
75480,1646,32.381,50.83227819
25517,2071,40.753,50.81834466
55927,4071,80.151,50.7916308
14065,1896,37.332,50.78752813
38666,6915,136.169,50.78248353
25848,443,8.724,50.77945896
61284,2292,45.141,50.77424071
56482,6666,131.299,50.76961744
5774,1129,22.238,50.76895404
16616,116,2.285,50.76586433
42027,2291,45.142,50.75096363
14091,1079,21.261,50.7501999
28683,1697,33.439,50.74912527
29472,9416,185.583,50.7374059
69341,11165,220.125,50.72118115
29540,5599,110.391,50.71971447
95963,15493,305.705,50.67957672
16875,3945,77.85,50.6743738
47613,2679,52.872,50.66954153
56525,106,2.092,50.66921606
46702,2304,45.473,50.66742902
40051,4799,94.768,50.63945636
12865,3663,72.349,50.62958714
6069,2535,50.08,50.61900958
78840,48149,951.458,50.60549178
42051,2840,56.125,50.6013363
26253,3490,68.979,50.59510866
54107,3727,73.672,50.58909762
53533,7276,143.844,50.58257557
20687,313,6.189,50.57359832
32340,11808,233.492,50.57132578
22714,1129,22.325,50.57110862
61561,2788,55.133,50.56862496
43908,1574,31.131,50.56053452
38041,5085,100.58,50.55677073
69101,29904,591.507,50.55561473
3043,1573,31.117,50.55114568
47868,2937,58.107,50.54468481
28643,3521,69.673,50.53607567
24421,3868,76.555,50.52576579
38337,1366,27.044,50.51027954
39090,13398,265.293,50.50265179
4040,3111,61.614,50.49177135
72454,5127,101.543,50.49092503
50126,6853,135.742,50.48547981
47120,938,18.588,50.46266408
55382,3563,70.615,50.45670183
26444,3639,72.122,50.45617149
60146,2713,53.775,50.45095305
47339,669,13.261,50.44868411
21810,487,9.654,50.44541123
70729,1032,20.461,50.43741753
13809,1517,30.077,50.43721116
26292,836,16.578,50.42827844
77418,9585,190.074,50.42772815
45729,1289,25.572,50.40669482
1012,661,13.116,50.39646234
61537,2974,59.02,50.38969841
14801,5475,108.665,50.38420835
40316,309,6.133,50.383173
23395,645,12.803,50.37881746
29470,4232,84.018,50.37015878
64735,13258,263.228,50.36698224
29175,378,7.505,50.36642239
33898,15355,304.915,50.35829657
13807,1199,23.816,50.34430635
78330,878,17.44,50.3440367
24090,4781,94.977,50.33850301
86336,11320,224.897,50.33415297
15864,1845,36.661,50.32595947
13491,3641,72.349,50.32550554
32640,10510,208.955,50.29791103
84320,2237,44.49,50.28096201
77979,17144,341.071,50.26519405
16111,1409,28.037,50.25502015
49227,1284,25.551,50.2524363
95383,3937,78.35,50.24888322
56281,619,12.319,50.24758503
37888,2741,54.553,50.24471615
27371,8132,161.849,50.24436357
62967,326,6.49,50.23112481
4434,1246,24.808,50.22573363
26257,957,19.066,50.19406273
81657,5581,111.202,50.18794626
79015,19277,384.123,50.18444613
16929,2320,46.231,50.18277779
98903,14517,289.321,50.17610198
28756,4504,89.774,50.17042796
61739,4897,97.608,50.17006803
76234,15587,310.726,50.16316626
12783,1668,33.253,50.16088774
49677,6631,132.202,50.15809141
49245,4845,96.614,50.14801168
40419,4621,92.149,50.14704446
45744,2728,54.404,50.14337181
62532,105,2.094,50.14326648
41776,1509,30.099,50.13455597
75491,4801,95.776,50.12738055
14727,5450,108.76,50.11033468
54227,1568,31.304,50.08944544
74437,10448,208.647,50.07500707
17224,1834,36.64,50.05458515
28571,2585,51.647,50.05130985
65559,9385,187.565,50.03598752
13332,2460,49.184,50.01626545
5476,3183,63.665,49.9960732
38549,3679,73.586,49.99592314
4863,1165,23.305,49.98927269
12521,1644,32.889,49.98631761
49096,3316,66.342,49.98341925
64831,5879,117.656,49.96770245
37184,5844,116.981,49.9568306
24412,131,2.623,49.94281357
95465,2083,41.715,49.93407647
17923,433,8.673,49.92505477
38580,1743,34.931,49.89837107
52756,2133,42.772,49.86907323
62872,1178,23.63,49.8518832
12116,1920,38.515,49.85070752
62920,3265,65.508,49.84124076
42378,3339,67.006,49.83135839
24656,3404,68.314,49.82873203
28606,2158,43.321,49.81417788
60151,4061,81.531,49.809275
45786,3253,65.311,49.80784248
42728,15925,319.809,49.7953466
45772,2149,43.164,49.78685942
42372,1854,37.241,49.78384039
1029,789,15.85,49.77917981
38650,3881,77.987,49.76470437
72616,10441,209.849,49.75482371
53065,2226,44.74,49.754135
47433,4025,80.923,49.73864044
42160,1992,40.062,49.72292946
42347,6152,123.726,49.72277452
43319,1040,20.917,49.72032318
87537,2957,59.479,49.71502547
61326,2452,49.323,49.71311559
41040,7265,146.141,49.71226418
42629,4953,99.643,49.70745562
44417,1659,33.38,49.70041941
16040,975,19.618,49.69925579
32466,5641,113.504,49.69868903
41861,108,2.174,49.67801288
27046,2024,40.745,49.67480672
65669,2031,40.889,49.67106068
87511,2747,55.305,49.67001175
39345,6127,123.367,49.66482122
48829,3254,65.532,49.65513032
28395,2375,47.838,49.64672436
47874,3414,68.79,49.62930659
55051,9719,195.892,49.61407306
31063,5666,114.224,49.60428631
29003,6989,140.909,49.59938684
45856,5194,104.746,49.58661906
64088,1378,27.79,49.58618208
42765,5840,117.795,49.5776561
71342,7533,151.945,49.57714963
29638,2944,59.387,49.5731389
46173,11190,225.759,49.56613025
12939,205,4.136,49.56479691
33538,4789,96.632,49.55915225
45881,1461,29.481,49.55734202
24248,2596,52.396,49.54576685
65668,1745,35.221,49.54430595
25114,557,11.243,49.54193721
43824,3787,76.456,49.53175683
73093,2612,52.743,49.52315947
24881,601,12.138,49.51392322
32443,2921,59.009,49.50092359
14860,1039,20.991,49.49740365
41524,384,7.758,49.49729312
24053,2715,54.852,49.49682783
3285,2479,50.085,49.49585704
35646,4635,93.667,49.48380967
71251,9051,182.956,49.47091104
39482,9746,197.024,49.4660549
12007,60,1.213,49.4641385
67026,4845,97.976,49.45088593
3864,1696,34.305,49.43885731
3287,1295,26.194,49.43880278
47024,3226,65.275,49.42167752
95560,1648,33.346,49.42121994
4675,253,5.121,49.4044132
62958,2262,45.812,49.37570942
43793,5110,103.511,49.36673397
31031,6576,133.259,49.34751124
30124,2978,60.354,49.34221427
48847,6041,122.445,49.33643677
66756,1007,20.411,49.33614228
96757,758,15.365,49.33289945
48760,1351,27.389,49.3263719
75424,3297,66.841,49.32601248
31012,2683,54.402,49.31803978
5676,4984,101.061,49.31674929
38449,2811,57.038,49.28293418
47932,5357,108.701,49.28197533
50156,4412,89.548,49.26966543
49305,2264,45.952,49.26880223
46071,3417,69.363,49.26257515
46730,1381,28.034,49.2616109
12064,563,11.429,49.26065273
44817,1562,31.713,49.25424905
22503,4334,87.994,49.25335818
5775,623,12.649,49.25290537
72181,62,1.259,49.24543288
43986,1975,40.111,49.23836354
98328,10433,211.911,49.23293269
4965,1976,40.142,49.22525036
22726,776,15.766,49.21984016
38366,2267,46.059,49.21947936
62640,3756,76.322,49.21254684
99009,3947,80.214,49.20587429
29138,10883,221.192,49.20159861
92398,1379,28.03,49.19728862
47521,927,18.851,49.17511007
28763,2725,55.424,49.1664261
43945,3191,64.909,49.16113328
61736,1808,36.786,49.14913282
45169,4772,97.095,49.1477419
4353,2300,46.816,49.12850308
63334,8569,174.448,49.12065487
25529,1013,20.626,49.11277029
5091,3288,66.955,49.10760959
83660,5890,119.947,49.10502138
55964,4389,89.416,49.08517491
49268,1059,21.578,49.07776439
45858,3083,62.825,49.07282133
41740,877,17.874,49.065682
45168,1607,32.764,49.04773532
63736,3310,67.503,49.03485771
72354,2470,50.381,49.02641869
62830,1392,28.408,49.00028161
37880,3477,71.009,48.96562408
74435,3185,65.054,48.9593261
86004,37338,762.68,48.95631195
4551,806,16.466,48.94935018
97067,2138,43.686,48.9401639
17062,3979,81.307,48.93797582
92242,1539,31.455,48.92703863
48726,6172,126.213,48.90146023
38255,2299,47.017,48.89720739
35578,5833,119.303,48.8923162
13418,255,5.216,48.88803681
47141,1668,34.122,48.88341832
37340,607,12.424,48.85705087
37018,2259,46.239,48.85486278
29826,164,3.357,48.85314269
55088,1704,34.885,48.84620897
66052,2031,41.58,48.84559885
87935,1770,36.251,48.82623928
72865,1366,27.981,48.81884136
38229,2931,60.058,48.80282394
12738,320,6.559,48.78792499
24311,1977,40.531,48.77747897
54421,3455,70.834,48.77601152
45812,1943,39.836,48.77497741
40068,2131,43.697,48.76764995
71486,4940,101.32,48.75641532
35672,6445,132.191,48.75521026
38574,8413,172.567,48.7520789
32046,9410,193.029,48.74915168
16317,1456,29.87,48.74455976
56273,4797,98.418,48.74108395
47030,1636,33.572,48.73108543
47345,1448,29.718,48.72467865
66092,4084,83.846,48.70834625
61884,1244,25.544,48.70028187
61944,12908,265.085,48.69381519
14878,781,16.039,48.69380884
12517,509,10.455,48.68483979
62626,8354,171.608,48.68071419
65633,4131,84.86,48.68017912
26808,967,19.87,48.66633115
29448,2356,48.416,48.66159947
62995,5284,108.612,48.65024123
77485,4054,83.334,48.64761082
38369,1887,38.791,48.64530432
16727,211,4.338,48.63992623
78143,85,1.749,48.59919954
46926,1708,35.164,48.57240359
25214,614,12.641,48.57210664
54739,4950,101.924,48.5655979
54728,6139,126.426,48.55804977
24557,7977,164.307,48.54936187
48747,1494,30.773,48.54905274
43128,2309,47.573,48.53593425
35565,13485,277.857,48.53215863
26269,1018,20.976,48.53165523
44637,2694,55.512,48.53004756
5822,1873,38.597,48.5270876
70633,7604,156.696,48.52708429
52778,4043,83.322,48.52259907
49089,1875,38.643,48.52107756
31513,16084,331.565,48.50934206
40070,582,11.999,48.504042
50839,34,0.701,48.5021398
49255,1939,39.986,48.49197219
56353,8996,185.522,48.49020601
92227,26234,541.066,48.48576699
18230,132,2.723,48.47594565
27016,1936,39.942,48.47028191
18623,2733,56.388,48.4677591
24590,8074,166.6,48.46338535
5362,127,2.621,48.45478825
1032,570,11.764,48.45290717
45679,2812,58.041,48.44851054
72010,6577,135.761,48.44542984
43310,3104,64.075,48.44323059
78957,9067,187.195,48.43612276
23427,243,5.017,48.43531991
75457,6522,134.662,48.43237142
77351,32517,671.394,48.4320682
70554,5582,115.268,48.42627616
75572,3491,72.094,48.42289234
14823,3754,77.548,48.4087275
25506,5037,104.082,48.39453508
17724,5424,112.089,48.39011857
17058,1909,39.457,48.3817827
47038,1504,31.1,48.36012862
70647,8703,180.01,48.34731404
43534,1784,36.907,48.33771371
35580,3791,78.431,48.33547959
45623,3494,72.309,48.32040272
55741,3164,65.48,48.32009774
2535,1177,24.366,48.30501519
43549,1460,30.231,48.29479673
52358,3733,77.326,48.27612963
28749,50,1.036,48.26254826
38553,2312,47.907,48.26017075
98542,656,13.593,48.26013389
48831,3512,72.789,48.24904862
16744,332,6.881,48.24880105
4943,1792,37.142,48.24726724
98396,662,13.723,48.24018072
96130,23150,479.924,48.23680416
